Index,DrugName,Prescribed_for,User_Rating,Count_of_Reviews
631,Cyproheptadine,"['Allergic Reactions' 'Anorexia' 'Migraine' 'Cluster Headaches'
 'Urticaria' 'Allergic Rhinitis']",8.68421052631579,1813
632,Cyred,['Birth Control'],1.0,9
633,Cytomel,"['Hypothyroidism, After Thyroid Removal' 'Underactive Thyroid']",6.2,595
634,D.H.E. 45,['Migraine'],5.0,8
635,DDAVP,['Diabetes Insipidus' 'Primary Nocturnal Enuresis'],9.333333333333334,104
636,DDAVP Rhinal Tube,['Diabetes Insipidus'],10.0,1
637,Dabigatran,"['Prevention of Thromboembolism in Atrial Fibrillation'
 'Deep Vein Thrombosis']",5.923076923076923,543
638,Daclatasvir,['Hepatitis C'],9.6,35
639,Daklinza,['Hepatitis C'],10.0,41
640,Dalfampridine,['Multiple Sclerosis'],9.0,1190
641,Daliresp,"['COPD' 'COPD, Maintenance']",6.714285714285714,293
642,Dallergy,['Nasal Congestion'],6.0,0
643,Dalmane,['Insomnia'],9.666666666666666,204
644,Danocrine,['ibrocystic Breast Disease'],9.0,6
645,Dapagliflozin,"['Diabetes, Type 2']",6.466666666666667,283
646,Dapagliflozin / metformin,['min)'],10.0,18
647,Dapsone,['Acne' 'Pemphigoid'],7.617021276595745,762
648,Darbepoetin alfa,['Anemia Associated with Chronic Renal Failure'],9.0,30
649,Darifenacin,['Urinary Incontinence' 'Overactive Bladde'],4.0,48
650,Darunavir,['HIV Infection'],8.0,5
651,Darvon,['Pain'],6.0,16
652,Dasabuvir / ombitasvir / paritaprevir / ritonavir,['Hepatitis C'],1.0,9
653,Dasatinib,['Chronic Myelogenous Leukemia'],8.0,25
654,Dasetta 7 / 7 / 7,['Birth Control'],1.0,2
655,Daypro,['Rheumatoid Arthritis'],6.0,51
656,Daytrana,['ADHD'],8.3125,462
657,Deblitane,['Birth Control'],4.5,6
658,Debrox,['Ear Wax Impaction'],1.0,4
659,Decadron,['Asthma'],8.0,15
660,Deconamine,['Allergic Rhinitis'],10.0,2
661,Degarelix,['Prostate Cance'],10.0,102
662,Delatestryl,"['Hypogonadism, Male']",10.0,22
663,Delsym,['Cough'],3.0,233
664,Delsym 12 Hour Cough Relief,['Cough'],1.5,2
665,Deltasone,['Cluster Headaches' 'Asthma'],9.0,43
666,Demadex,['Edema'],10.0,37
667,Demerol,['Pain' 'Light Sedation'],9.411764705882353,539
668,Denavir,['Cold Sores'],10.0,42
669,Denosumab,['Osteoporosis' 'Hypercalcemia of Malignancy'],3.5294117647058822,1795
670,Deoxycholic acid,['Submental Fullness'],5.5,21
671,Depakote,"['Bipolar Disorde' 'Epilepsy' 'Migraine Prevention' 'Mania'
 'Hyperekplexia']",6.785714285714286,1665
672,Depakote ER,['Migraine Prevention' 'Bipolar Disorde' 'Epilepsy'],7.722222222222222,483
673,Deplin,['Depression' 'lic Acid Deficiency'],7.769230769230769,1526
674,Depo-Medrol,['Inflammatory Conditions'],1.0,48
675,Depo-Provera,['Birth Control' 'Endometriosis' 'Abnormal Uterine Bleeding' 'Amenorrhea'],4.793233082706767,3059
676,Depo-Provera Contraceptive,['Birth Control'],4.0,9
677,Depo-Testosterone,"['Hypogonadism, Male']",9.5,35
678,Derma-Smoothe / FS (Scalp),['Seborrheic Dermatitis'],10.0,9
679,Dermal filler,['acial Wrinkles' 'acial Lipoatrophy'],1.7142857142857142,135
680,Dermatop,['Eczema'],9.0,0
681,DesOwen,['Eczema'],10.0,72
682,Desipramine,['Depression' 'Vulvodynia' 'Irritable Bowel Syndrome'],8.0,195
683,Desloratadine,['Allergic Rhinitis'],7.0,13
684,Desmopressin,"[""von Willebrand's Disease"" 'Primary Nocturnal Enuresis'
 'Diabetes Insipidus']",9.375,61
685,Desogen,['Birth Control'],3.6666666666666665,14
686,Desogestrel / ethinyl estradiol,['Birth Control' 'Polycystic Ovary Syndrome' 'Abnormal Uterine Bleeding'],5.823170731707317,953
687,Desonide,['Dermatitis' 'Atopic Dermatitis' 'Psoriasis' 'Eczema'],9.375,97
688,Desoximetasone,['Eczema' 'Atopic Dermatitis'],9.5,9
689,Desoxyn,['Obesity' 'ADHD'],10.0,305
690,Desquam-X Wash,['Acne'],10.0,34
691,Desvenlafaxine,"['Depression' 'Major Depressive Disorde' 'ibromyalgia' 'Anxiety'
 'Panic Disorde' 'Narcolepsy' 'Postmenopausal Symptoms' 'Bipolar Disorde'
 'ADHD' 'Post Traumatic Stress Disorde' 'Hot Flashes']",7.046948356807512,7194
692,Desyrel,['Insomnia' 'ibromyalgia' 'Sedation'],5.285714285714286,339
693,Detrol,['Overactive Bladde'],9.0,67
694,Detrol LA,['Overactive Bladde'],5.0,36
695,Dexamethasone,"['Inflammatory Conditions' 'Idiopathic Thrombocytopenic Purpura'
 'Aphthous Ulce' 'Gouty Arthritis' 'Conjunctivitis' 'Atopic Dermatitis'
 'Ulcerative Colitis' 'Eczema' 'Cerebral Edema' 'Plaque Psoriasis'
 ""Addison's Disease"" 'Nausea/Vomiting, Chemotherapy Induced' 'Uveitis']",5.9523809523809526,156
696,Dexamethasone / neomycin / polymyxin b,"['Conjunctivitis, Bacterial']",5.0,15
697,Dexamethasone Intensol,['Inflammatory Conditions'],1.0,2
698,Dexbrompheniramine / pseudoephedrine,['Cold Symptoms' 'Nasal Congestion' 'Allergic Rhinitis' 'Sinus Symptoms'],9.9375,135
699,Dexchlorpheniramine,['Allergic Reactions'],10.0,20
700,Dexedrine,"['ADHD' 'Narcolepsy' 'Sexual Dysfunction, SSRI Induced']",8.0,647
701,Dexilant,"['GERD' 'Erosive Esophagitis' ""Barrett's Esophagus""]",7.206896551724138,1192
702,Dexlansoprazole,"['GERD' ""Barrett's Esophagus"" 'Erosive Esophagitis']",6.9714285714285715,1092
703,Dexmethylphenidate,['ADHD' 'Auditory Processing Disorde'],7.541666666666667,807
704,Dextroamphetamine,['ADHD' 'Hypersomnia' 'atigue' 'Narcolepsy'],8.625,955
705,Dextromethorphan,['Cough'],4.122448979591836,331
706,Dextromethorphan / guaifenesin,['Cough'],9.0,9
707,Dextromethorphan / guaifenesin / phenylephrine,['Cough and Nasal Congestion'],1.0,1
708,Dextromethorphan / guaifenesin / pseudoephedrine,['Cough and Nasal Congestion'],8.0,0
709,Dextromethorphan / phenylephrine / pyrilamine,['Cold Symptoms'],10.0,1
710,Dextromethorphan / promethazine,['Cough'],6.0,5
711,Dextromethorphan / quinidine,['Pseudobulbar Affect'],7.666666666666667,103
712,Dextrostat,['Narcolepsy' 'ADHD'],9.0,51
713,Di-Gel,['Gas'],10.0,12
714,Diamox,['Pseudotumor Cerebri' 'Mountain Sickness / Altitude Sickness' 'Glaucoma'],6.866666666666666,436
715,Diamox Sequels,['Pseudotumor Cerebri'],7.0,13
716,Diazepam,"[""Meniere's Disease"" 'Anxiety' 'Muscle Spasm' 'Light Sedation'
 'Temporomandibular Joint Disorde' 'Seizures' 'Light Anesthesia'
 'Alcohol Withdrawal' 'Seizure Prevention']",8.423913043478262,4679
717,Diazepam Intensol,['Anxiety' 'Muscle Spasm'],10.0,42
718,Diclegis,['Nausea/Vomiting of Pregnancy'],6.0,89
719,Diclofenac,"['Pain' 'Migraine' 'Back Pain' 'Ankylosing Spondylitis' 'Period Pain'
 'Osteoarthritis' 'Spondyloarthritis' 'Sciatica' 'Rheumatoid Arthritis'
 'zen Shoulde' 'Muscle Pain' 'Postoperative Ocular Inflammation']",7.970149253731344,3473
720,Diclofenac / misoprostol,['Osteoarthritis' 'Rheumatoid Arthritis' 'Sciatica'],9.23076923076923,637
721,Dicyclomine,['Irritable Bowel Syndrome' 'Noninfectious Colitis'],7.757575757575758,1532
722,Didrex,['Obesity'],10.0,0
723,Dienogest / estradiol,['Birth Control' 'Menorrhagia'],6.214285714285714,116
724,Diethylpropion,['Obesity'],8.814814814814815,948
725,Differin,['Acne'],7.785714285714286,1240
726,Dificid,['Clostridial Infection'],3.0,1
727,Diflorasone,['Eczema'],10.0,2
728,Diflucan,['Vaginal Yeast Infection'],6.571428571428571,586
729,Difluprednate,['Uveitis' 'Postoperative Ocular Inflammation'],5.5,27
730,Digoxin,['Heart Failure' 'Atrial Fibrillation'],7.333333333333333,142
731,Dihydroergotamine,['Migraine' 'Cluster Headaches'],5.75,81
732,Dilantin,['Epilepsy' 'Seizures' 'Anxiety'],5.6,169
733,Dilaudid,['Pain' 'Chronic Pain'],8.323529411764707,2377
734,Dilaudid-HP,['Pain'],10.0,36
735,Diltiazem,"['Supraventricular Tachycardia' 'High Blood Pressure' 'Atrial Flutte'
 'Atrial Fibrillation']",7.12,858
736,Dimenhydrinate,['Motion Sickness' 'Nausea/Vomiting'],9.5,318
737,Dimetapp Children's Cold & Cough,['Cough and Nasal Congestion'],1.0,6
738,Dimethyl fumarate,['Multiple Sclerosis'],8.166666666666666,215
739,Dinoprostone,['Labor Induction'],3.3333333333333335,49
740,Diovan,['High Blood Pressure' 'Left Ventricular Dysfunction'],5.8,651
741,Diovan HCT,['High Blood Pressure'],7.428571428571429,206
742,Diphenhydramine,"['Insomnia' 'Urticaria' 'Allergic Reactions' 'Nausea/Vomiting'
 'Extrapyramidal Reaction' 'Allergic Rhinitis']",7.027777777777778,582
743,Diphenhydramine / ibuprofen,['Insomnia'],9.0,23
744,Diphenhydramine / naproxen,['Insomnia' 'Pain'],5.166666666666667,49
745,Diprivan,['Anesthesia'],10.0,92
746,Disalcid,['Osteoarthritis'],9.0,47
747,Disopyramide,['Arrhythmia'],10.0,10
748,Disulfiram,['Alcohol Dependence'],8.0,1050
749,Ditropan,['Overactive Bladde'],2.5,29
750,Divalproex sodium,['Bipolar Disorde' 'Epilepsy' 'Mania' 'Migraine Prevention'],6.846153846153846,1872
751,Divigel,['Postmenopausal Symptoms'],10.0,57
752,Doans Pills Extra Strength,['Inflammatory Conditions'],6.0,4
753,Docosanol,['Herpes Simplex'],5.785714285714286,735
754,Docusate / senna,"['Constipation, Acute']",9.4,135
755,Dofetilide,['Arrhythmia'],8.2,505
756,Dolobid,['Rheumatoid Arthritis'],5.0,13
757,Dolophine,['Pain' 'Chronic Pain'],9.5,359
758,Dolutegravir,['HIV Infection'],8.8,17
759,Donepezil,"[""Alzheimer's Disease"" 'Mild Cognitive Impairment']",4.7272727272727275,1010
760,Donnatal,['Duodenal Ulce' 'Irritable Bowel Syndrome'],10.0,192
761,Doral,['Insomnia'],10.0,39
762,Doribax,['Urinary Tract Infection'],10.0,1
763,Doripenem,['Urinary Tract Infection'],10.0,1
764,Doryx,"['Upper Respiratory Tract Infection' 'Acne' 'Rosacea'
 'Urinary Tract Infection']",7.9,310
765,Dorzolamide / timolol,"['Glaucoma, Open Angle']",9.0,3
766,Dovonex,['Psoriasis'],9.0,28
767,Doxazosin,['Benign Prostatic Hyperplasia'],8.0,237
768,Doxepin,['Depression' 'Insomnia' 'Urticaria' 'Anxiety' 'Irritable Bowel Syndrome'],6.58,1951
769,Doxidan Tablet,['Constipation'],10.0,0
770,Doxorubicin,['Cance'],10.0,19
771,Doxy 100,['Lyme Disease' 'Bacterial Infection'],5.0,101
772,Doxycycline,"['Acne' 'Chlamydia Infection' 'Bacterial Infection' 'Bronchitis' 'Rosacea'
 'Upper Respiratory Tract Infection' 'Pneumonia' 'Malaria' 'Lyme Disease'
 'Skin or Soft Tissue Infection' 'Pelvic Inflammatory Disease' 'Anthrax'
 'Ehrlichiosis' 'Malaria Prevention' 'Urinary Tract Infection'
 'Prostatitis' 'Lyme Disease, Neurologic']",6.8604651162790695,4058
773,Doxylamine,['Insomnia'],7.333333333333333,951
774,Doxylamine / pyridoxine,['Nausea/Vomiting of Pregnancy'],6.913043478260869,191
775,Dramamine,['Motion Sickness' 'Nausea/Vomiting'],8.166666666666666,135
776,Drixoral Cold and Allergy,['Sinus Symptoms' 'Nasal Congestion' 'Allergic Rhinitis'],10.0,66
777,Drixoral Decongestant Non-Drowsy,['Nasal Congestion'],10.0,46
778,Dronabinol,"['Anorexia' 'Nausea/Vomiting, Chemotherapy Induced'
 'Post Traumatic Stress Disorde' 'AIDS Related Wasting']",7.8,247
779,Dronedarone,['Atrial Fibrillation'],4.0,21
780,Droperidol,['Nausea/Vomiting'],2.0,0
781,Drospirenone / estradiol,['Postmenopausal Symptoms'],8.555555555555555,171
782,Drospirenone / ethinyl estradiol,"['Birth Control' 'Premenstrual Dysphoric Disorde' 'Menstrual Disorders'
 'Polycystic Ovary Syndrome' 'Acne']",6.211267605633803,2559
783,Drospirenone / ethinyl estradiol / levomefolate calcium,"['Birth Control' 'Premenstrual Dysphoric Disorde'
 'Polycystic Ovary Syndrome' 'Acne']",6.333333333333333,299
784,Drysol,['Hyperhidrosis'],8.901639344262295,583
785,Duac,['Acne'],7.75,485
786,Duavee,['Hot Flashes'],10.0,15
787,Duexis,['Osteoarthritis' 'Rheumatoid Arthritis'],6.333333333333333,24
788,Dulaglutide,"['Diabetes, Type 2']",6.088235294117647,1338
789,Dulcolax,['Constipation' 'Bowel Preparation'],5.419642857142857,1384
790,Dulcolax Laxative,['Constipation'],4.0,14
791,Dulera,"['Asthma, Maintenance' 'Asthma']",8.454545454545455,183
792,Duloxetine,"['Pain' 'Depression' 'ibromyalgia' 'Osteoarthritis' 'Bipolar Disorde'
 'Chronic Pain' 'Back Pain' 'Major Depressive Disorde'
 'Generalized Anxiety Disorde' 'Anxiety' 'Urinary Incontinence'
 'Peripheral Neuropathy' 'Diabetic Peripheral Neuropathy' 'Hot Flashes'
 'Chronic Fatigue Syndrome']",6.5579937304075235,13476
793,Duofilm,['Warts'],10.0,0
794,Dupilumab,['Eczema' 'Atopic Dermatitis'],7.375,94
795,Dupixent,['Atopic Dermatitis' 'Eczema'],8.4,112
796,Duragesic,['Chronic Pain' 'Pain'],8.875,669
797,Durezol,['Uveitis'],3.5,1
798,Dutasteride,['Benign Prostatic Hyperplasia'],5.8,270
799,Dutasteride / tamsulosin,['Benign Prostatic Hyperplasia'],4.857142857142857,312
800,Dyanavel XR,['ADHD'],4.5,23
801,Dyazide,['High Blood Pressure'],9.0,64
802,Dymista,['Allergic Rhinitis'],6.9375,177
803,DynaCirc CR,"[""Raynaud's Syndrome""]",5.0,4
804,Dyrenium,['Edema'],8.0,12
805,E-Z-Gas II,['Gas'],10.0,3
806,E.E.S.-400,['Upper Respiratory Tract Infection'],10.0,21
807,Echinacea,['Cold Symptoms'],8.75,33
808,Econazole,['Tinea Versicol' 'Tinea Pedis' 'Tinea Corporis'],8.75,43
809,Edarbi,['High Blood Pressure'],7.0,31
810,Edarbyclor,['High Blood Pressure'],6.333333333333333,60
811,Edecrin,['Edema'],8.0,8
812,Edex,['Erectile Dysfunction'],8.833333333333334,407
813,Edluar,['Insomnia'],10.0,8
814,Edoxaban,['Atrial Fibrillation'],1.0,4
815,Efavirenz,['HIV Infection'],8.0,1
816,Efavirenz / emtricitabine / tenofovir,['HIV Infection'],9.08695652173913,371
817,Effexor,"['Bipolar Disorde' 'Depression' 'Anxiety and Stress'
 'Major Depressive Disorde' 'Postpartum Depression' 'ibromyalgia'
 'Obsessive Compulsive Disorde']",5.920454545454546,3596
818,Effexor XR,"['Anxiety' 'Depression' 'Generalized Anxiety Disorde'
 'Major Depressive Disorde' 'Panic Disorde' 'Postpartum Depression'
 'Anxiety and Stress' 'ibromyalgia' 'Obsessive Compulsive Disorde'
 'Social Anxiety Disorde' 'Bipolar Disorde']",6.991735537190083,4967
819,Efinaconazole,"['Onychomycosis, Toenail']",5.833333333333333,237
820,Eflornithine,['Hirsutism'],8.08695652173913,1041
821,Efudex,['Basal Cell Carcinoma' 'Keratosis' 'Actinic Keratosis'],7.25,516
822,Egrifta,['Lipodystrophy'],7.0,2
823,Elavil,"['Anxiety and Stress' 'Pain' 'Depression' 'Burning Mouth Syndrome'
 'Post Traumatic Stress Disorde' 'Migraine Prevention' 'ibromyalgia'
 'Interstitial Cystitis' 'Vulvodynia' 'Insomnia']",7.794871794871795,3463
824,Elbasvir / grazoprevir,['Hepatitis C'],9.125,125
825,Eldepryl,"[""Parkinson's Disease""]",10.0,31
826,Elestrin,['Postmenopausal Symptoms'],7.0,24
827,Eletone,['Dry Skin'],1.0,0
828,Eletriptan,['Migraine'],9.1875,326
829,Elidel,['Eczema' 'Atopic Dermatitis' 'Perioral Dermatitis'],4.714285714285714,42
830,Eligard,['Prostate Cance'],8.0,97
831,Eliquis,"['Prevention of Thromboembolism in Atrial Fibrillation'
 'Thromboembolic Stroke Prophylaxis' 'Deep Vein Thrombosis, Prophylaxis'
 'Pulmonary Embolism']",4.714285714285714,553
832,Elmiron,['Interstitial Cystitis'],8.2,359
833,Elocon,['Psoriasis' 'Eczema' 'Dermatitis' 'Atopic Dermatitis'],9.666666666666666,403
834,Eltrombopag,['Aplastic Anemia' 'Idiopathic Thrombocytopenic Purpura'],10.0,55
835,Eluxadoline,['Irritable Bowel Syndrome'],6.4411764705882355,682
836,Embeda,['Chronic Pain' 'Pain'],5.153846153846154,367
837,Emend,"['Nausea/Vomiting, Chemotherapy Induced']",10.0,25
838,Emetrol,['Nausea/Vomiting'],7.5,18
839,Emollients,['Dry Skin'],6.5,92
840,Emoquette,['Birth Control'],9.0,5
841,Empagliflozin,"['Diabetes, Type 2']",5.461538461538462,317
842,Empagliflozin / linagliptin,"['Diabetes, Type 2']",9.0,21
843,Empagliflozin / metformin,['min)'],10.0,10
844,Emsam,['Depression' 'Major Depressive Disorde'],7.125,459
845,Emtricitabine / rilpivirine / tenofovir,['HIV Infection'],8.0,97
846,Emtricitabine / tenofovir,['HIV Infection' 'Pre-Exposure Prophylaxis'],10.0,41
847,Enablex,['Overactive Bladde' 'Urinary Incontinence'],7.0,181
848,Enalapril,['High Blood Pressure'],5.0,78
849,Enbrel,"['Psoriatic Arthritis' 'Rheumatoid Arthritis' 'Psoriasis'
 'Ankylosing Spondylitis' 'Plaque Psoriasis'
 'Juvenile Rheumatoid Arthritis' 'Juvenile Idiopathic Arthritis']",8.3125,1576
850,Endocet,['Pain' 'Chronic Pain'],8.428571428571429,179
851,Enfuvirtide,['HIV Infection'],10.0,0
852,Enjuvia,['Postmenopausal Symptoms'],4.0,4
853,Enoxaparin,"['Deep Vein Thrombosis' 'Deep Vein Thrombosis, Prophylaxis']",8.5,135
854,Enskyce,['Birth Control'],5.0,3
855,Entacapone,"[""Parkinson's Disease""]",6.0,15
856,EnteraGam,['Irritable Bowel Syndrome'],9.0,43
857,Entocort EC,"[""Crohn's Disease"" ""Crohn's Disease, Maintenance""
 'Inflammatory Bowel Disease' 'Eosinophilic Esophagitis']",7.833333333333333,171
858,Entresto,['Heart Failure'],4.8,171
859,Entyvio,"[""Crohn's Disease"" 'Ulcerative Colitis']",4.666666666666667,76
860,Eovist,['Liver Magnetic Resonance Imaging'],1.0,1
861,Epclusa,['Hepatitis C'],7.533333333333333,232
862,Ephedrine,['Narcolepsy'],8.0,7
863,EpiCeram,['Dry Skin'],7.25,64
864,Epiduo,['Acne'],7.921348314606742,1114
865,Epiduo Forte,['Acne'],2.0,4
866,Epinephrine,"['Asthma, acute']",10.0,12
867,Eplerenone,['High Blood Pressure'],8.5,23
868,Epoetin alfa,['Anemia'],3.5,6
869,Epogen,['Anemia Associated with Chronic Renal Failure'],8.0,7
870,Epoprostenol,['Pulmonary Hypertension'],6.0,7
871,Eptifibatide,['Percutaneous Coronary Intervention'],8.0,1
872,Epzicom,['HIV Infection'],10.0,3
873,Equetro,['Bipolar Disorde'],3.0,19
874,Ergocalciferol,['Vitamin D Deficiency'],10.0,259
875,Eribulin,"['Breast Cancer, Metastatic']",9.5,65
876,Erlotinib,['Non-Small Cell Lung Cance'],8.0,572
877,Errin,['Birth Control' 'Abnormal Uterine Bleeding' 'Endometriosis'],4.5,140
878,Ertaczo,['Tinea Pedis'],10.0,9
879,Erythrocin,['Strep Throat'],7.5,54
880,Erythromycin,"['Upper Respiratory Tract Infection' 'Strep Throat'
 'Skin or Soft Tissue Infection' 'Bronchitis']",7.5,87
881,Escitalopram,"['Depression' 'Generalized Anxiety Disorde' 'Anxiety' 'ibromyalgia'
 'Major Depressive Disorde' 'Obsessive Compulsive Disorde'
 'Bipolar Disorde' 'Body Dysmorphic Disorde'
 'Borderline Personality Disorde' 'Premenstrual Dysphoric Disorde'
 'Irritable Bowel Syndrome']",7.780973451327434,16478
882,Esgic,['Headache'],9.666666666666666,18
883,Esgic-Plus,['Headache'],10.0,19
884,Eskalith,['Bipolar Disorde'],8.0,77
885,Eslicarbazepine,['Seizures'],6.75,29
886,Esomeprazole,"['GERD' ""Barrett's Esophagus"" 'Helicobacter Pylori Infection'
 'NSAID-Induced Gastric Ulce' 'Erosive Esophagitis']",8.157894736842104,485
887,Esomeprazole / naproxen,['Rheumatoid Arthritis' 'Osteoarthritis'],8.333333333333334,58
888,Estarylla,['Abnormal Uterine Bleeding' 'Birth Control'],3.0256410256410255,149
889,Estazolam,['Insomnia'],9.666666666666666,36
890,Esterified estrogens,['Postmenopausal Symptoms'],10.0,12
891,Esterified estrogens / methyltestosterone,['Hot Flashes' 'Menopausal Disorders' 'Postmenopausal Symptoms'],9.8,98
892,Estrace,['Postmenopausal Symptoms'],7.5,94
893,Estrace Vaginal Cream,['Atrophic Vaginitis' 'Atrophic Urethritis' 'Hypoestrogenism'],6.625,1260
894,Estraderm,['Postmenopausal Symptoms'],1.0,5
895,Estradiol,"['Postmenopausal Symptoms' 'Atrophic Vaginitis' 'Hypoestrogenism'
 'Atrophic Urethritis' 'Primary Ovarian Failure']",6.861538461538461,1930
896,Estradiol / levonorgestrel,['Postmenopausal Symptoms'],4.333333333333333,9
897,Estradiol / norethindrone,['Postmenopausal Symptoms'],6.857142857142857,88
898,Estradiol Patch,['Postmenopausal Symptoms' 'Oophorectomy'],8.666666666666666,202
899,Estratest H.S.,['Menopausal Disorders' 'Hot Flashes'],9.5,88
900,Estring,['Atrophic Vaginitis'],5.0,34
901,Estropipate,['Postmenopausal Symptoms'],10.0,16
902,Eszopiclone,['Insomnia'],6.979166666666667,1172
903,Etanercept,"['Rheumatoid Arthritis' 'Ankylosing Spondylitis' 'Psoriatic Arthritis'
 'Plaque Psoriasis' 'Juvenile Rheumatoid Arthritis' 'Psoriasis'
 'Juvenile Idiopathic Arthritis']",7.96078431372549,1313
904,Ethambutol,"['Mycobacterium avium-intracellulare, Treatment']",1.0,3
905,Ethinyl estradiol / ethynodiol,['Birth Control' 'Endometriosis'],6.631578947368421,116
906,Ethinyl estradiol / etonogestrel,['Birth Control' 'Abnormal Uterine Bleeding'],6.700507614213198,1634
907,Ethinyl estradiol / folic acid / levonorgestrel,['Birth Control'],7.5,6
908,Ethinyl estradiol / levonorgestrel,"['Birth Control' 'Abnormal Uterine Bleeding' 'Ovarian Cysts'
 'Endometriosis' 'Premenstrual Syndrome' 'Polycystic Ovary Syndrome']",5.657627118644068,4353
909,Ethinyl estradiol / norelgestromin,['Birth Control'],7.037037037037037,1274
910,Ethinyl estradiol / norethindrone,"['Birth Control' 'Acne' 'Abnormal Uterine Bleeding' 'Menstrual Disorders'
 'Endometriosis' 'Postmenopausal Symptoms' 'Polycystic Ovary Syndrome'
 'Gonadotropin Inhibition']",5.5432525951557095,7355
911,Ethinyl estradiol / norgestimate,"['Birth Control' 'Acne' 'Ovarian Cysts' 'Abnormal Uterine Bleeding'
 'Endometriosis']",5.638888888888889,5571
912,Ethinyl estradiol / norgestrel,['Birth Control' 'Endometriosis' 'Abnormal Uterine Bleeding'],5.591836734693878,361
913,Ethmozine,['Ventricular Tachycardia'],10.0,3
914,Ethotoin,['Epilepsy'],1.0,0
915,Etodolac,['Osteoarthritis' 'Pain'],8.647058823529411,462
916,Etonogestrel,['Birth Control' 'Endometriosis'],5.892691951896392,7947
917,Eucrisa,['Atopic Dermatitis'],7.714285714285714,97
918,Euflexxa,['Osteoarthritis'],7.548387096774194,1441
919,Evamist,['Postmenopausal Symptoms'],8.0,233
920,Evekeo,['ADHD'],6.857142857142857,61
921,Evening Primrose Oil,['Hot Flashes' 'Postmenopausal Symptoms'],8.0,45
922,Everolimus,['Breast Cance'],3.6666666666666665,70
923,Evista,['Prevention of Osteoporosis'],1.0,30
924,Evolocumab,"['High Cholesterol, Familial Heterozygous' 'High Cholesterol'
 'High Cholesterol, Familial Homozygous']",4.666666666666667,600
925,Evoxac,"[""Sjogren's Syndrome""]",10.0,27
926,Evzio,['Reversal of Opioid Sedation'],10.0,0
927,Ex-Lax Regular Strength Pills,['Constipation'],5.0,22
928,Exalgo,['Chronic Pain' 'Pain'],7.4,184
929,Excedrin,['Migraine'],3.5,11
930,Excedrin Back & Body,['Back Pain'],8.0,9
931,Excedrin PM,['Insomnia'],10.0,24
932,Excedrin Quick Tab,['Headache'],9.0,0
933,Excedrin Tension Headache,['Headache'],10.0,12
934,Exelon,"[""Alzheimer's Disease"" ""Parkinson's Disease""]",9.0,81
935,Exemestane,['Breast Cance'],3.2857142857142856,176
936,Exenatide,"['Diabetes, Type 2']",7.622641509433962,1469
937,Exforge,['High Blood Pressure'],6.083333333333333,373
938,Exforge HCT,['High Blood Pressure'],9.666666666666666,40
939,Exparel,['Pain'],10.0,4
940,Exubera,"['Diabetes, Type 2']",10.0,3
941,Eyebright,['Nasal Congestion'],10.0,7
942,Eylea,['Diabetic Macular Edema' 'Macular Degeneration'],6.75,29
943,Ezetimibe,"['High Cholesterol, Familial Heterozygous' 'High Cholesterol']",4.857142857142857,447
944,Ezetimibe / simvastatin,['High Cholesterol'],9.2,101
945,Factive,['Strep Throat'],9.0,7
946,Falmina,['Birth Control' 'Abnormal Uterine Bleeding' 'Polycystic Ovary Syndrome'],4.4,19
947,Famciclovir,"['Cold Sores' 'Herpes Simplex, Mucocutaneous/Immunocompetent Host']",8.23076923076923,177
948,Famotidine,['GERD' 'Peptic Ulce'],8.2,69
949,Famotidine / ibuprofen,['Osteoarthritis'],8.25,17
950,Famvir,"['Cold Sores' 'Herpes Zoste'
 'Herpes Simplex, Mucocutaneous/Immunocompetent Host']",8.0,96
951,Fanapt,['Schizophrenia' 'Psychosis'],4.6,101
952,Farxiga,"['Diabetes, Type 2']",4.733333333333333,291
953,Fastin,['Weight Loss' 'Obesity'],7.583333333333333,944
954,Febuxostat,['Gout'],8.0,384
955,Feen-A-Mint,['Constipation'],10.0,20
956,Felbamate,['Epilepsy'],9.5,41
957,Felbatol,['Epilepsy'],9.0,13
958,Feldene,['Pain' 'Rheumatoid Arthritis'],8.0,13
959,Felodipine,"[""Raynaud's Syndrome"" 'High Blood Pressure']",5.5,39
960,Femara,"['Breast Cance' 'Breast Cancer, Adjuvant' 'Breast Cancer, Metastatic'
 'emale Infertility']",6.3076923076923075,1273
961,Femcon Fe,['Birth Control'],9.0,6
962,Femring,['Postmenopausal Symptoms'],10.0,23
963,Fenofibrate,"['Hyperlipoproteinemia Type IIa, Elevated LDL' 'Hypertriglyceridemia']",6.5,301
964,Fenofibric acid,['High Cholesterol' 'Hypertriglyceridemia'],5.5,51
965,Fenoprofen,['Rheumatoid Arthritis'],9.0,0
966,Fentanyl,"['Pain' 'Chronic Pain' ""Dercum's Disease"" 'Breakthrough Pain' 'Sedation']",8.255555555555556,2650
967,Fentanyl Transdermal System,['Pain' 'Chronic Pain'],7.7,827
968,Fentora,['Breakthrough Pain' 'Pain'],10.0,148
969,Fenugreek,['Herbal Supplementation'],10.0,8
970,Feosol Original,['Anemia Associated with Chronic Renal Failure'],9.0,8
971,Feraheme,['Iron Deficiency Anemia'],10.0,20
972,Ferric citrate,['Hyperphosphatemia of Renal Failure'],3.0,6
973,Ferrous fumarate / iron polysaccharide,['Iron Deficiency Anemia'],10.0,26
974,Ferrous gluconate,['Iron Deficiency Anemia'],10.0,20
